gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
Female,1,Yes,No,71,No,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),21.800500679110087,4438.2
Male,1,No,No,2,No,No,DSL,No internet service,No,No,Yes,No,No internet service,Two year,No,Mailed check,21.451210719283786,4284.8
Female,0,Yes,Yes,29,No,No,DSL,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,87.75344817876729,4378.8
Male,0,No,No,39,No,No,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,26.334724080237933,1056.95
Female,0,Yes,No,50,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.77416415028755,3548.3
Female,0,Yes,No,37,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,45.020356821140254,70.2
Male,0,No,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.4530058737108,692.35
Female,0,No,No,53,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),51.97458558243771,1070.7
Female,0,No,Yes,59,No,No phone service,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),70.95412495130894,673.2
Female,0,No,No,52,No,No phone service,No,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,68.57160221550815,6312.9
Male,1,Yes,No,36,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),88.99916502075205,153.8
Male,0,No,No,14,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),19.020523400134607,893.2
Male,0,Yes,No,33,No,No phone service,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,25.53112987406228,235.2
Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.94250577492795,5960.5
Female,0,No,No,11,No,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),92.4143964180885,3349.1
Male,0,No,No,50,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,83.93893191105649,1137.05
Female,1,No,No,51,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,22.34818075729379,931.55
Female,0,No,No,12,No,No,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.66130499084949,7848.5
Female,0,Yes,Yes,36,No,No phone service,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,65.44691370433287,268.45
Male,0,Yes,Yes,17,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,36.37461296728209,2681.15
Female,0,Yes,No,57,No,No,No,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.52342910251227,938.95
Male,0,No,No,15,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,40.41455106308561,7624.2
Male,0,Yes,No,72,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,102.20910204109117,7987.6
Male,0,Yes,Yes,65,No,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,38.80277488462963,927.35
Female,0,Yes,No,1,No,No phone service,No,No,Yes,No,No,Yes,No,Two year,No,Mailed check,68.31034683749496,5237.4
Female,0,Yes,No,25,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.67271476717728,780.85
Male,0,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),51.0005957961781,143.35
Female,0,No,No,48,No,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,One year,Yes,Electronic check,88.9008415514553,709.5
Female,0,Yes,No,26,No,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.435898266022804,467.55
Female,1,No,No,27,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,67.37978232252618,1364.3
Male,0,No,No,59,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,68.30297314377047,301.9
Male,1,Yes,No,0,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,25.68332577722599,1929.95
Male,0,Yes,Yes,55,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.52922015010296,2193.65
Female,0,Yes,No,47,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),50.70337495405704,1125.2
Female,0,Yes,No,23,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.6015155054451,1448.8
Male,1,Yes,No,22,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,103.04558294678252,1862.9
Female,0,Yes,Yes,72,No,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.6742595257347,872.65
Male,1,No,No,17,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,110.65751562548212,5150.55
Male,0,Yes,No,59,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,94.51052168738042,1147
Male,0,Yes,No,15,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),96.51475914684025,6840.95
Female,0,Yes,No,55,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,92.57646491835689,791.75
Male,0,Yes,Yes,17,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.18006779983995,451.55
Male,0,No,No,40,No,No,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,101.87069387015953,2958.95
Male,1,No,Yes,49,No,Yes,DSL,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),105.17998987397289,2606.35
Male,0,No,Yes,16,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,49.83365350041328,434.5
Male,0,Yes,No,14,No,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.34846397604089,4882.8
Female,0,No,No,15,No,No,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,79.4907080617327,5017.7
Female,0,Yes,No,32,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,113.5855483024977,2618.3
Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),92.78880565536862,746.75
Female,1,Yes,No,55,No,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),121.15231477714616,3382.3
Female,0,No,No,28,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,60.183882088466554,7854.15
Female,0,Yes,No,13,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),101.30202244211526,1441.8
Female,0,Yes,Yes,33,No,No,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,80.86598251982761,740.8
Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,64.56238908146291,5526.75
Female,0,No,No,8,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,70.67832792322608,229.6
Male,0,Yes,No,12,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),73.78551924425712,1386.9
Female,0,Yes,No,2,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,64.07207132549703,4040.2
Male,1,Yes,Yes,56,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,108.79250738911543,7031.45
Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),73.33461766553609,819.95
Female,1,Yes,No,66,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),123.51907571399217,202.15
Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,66.11537241916395,55.05
Male,0,Yes,No,17,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),95.98644780446887,1334.45
Male,0,Yes,No,19,No,No,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,78.7279178741256,4375.8
Female,0,No,Yes,59,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.69685447394389,887.35
Female,0,No,Yes,68,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),47.412617550076675,69.95
Female,0,Yes,No,69,No,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.255754651798746,518.9
Male,0,Yes,No,5,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),12.479920014771302,386.5
Female,1,Yes,Yes,33,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.49057704757335,846
Female,0,Yes,Yes,9,No,No phone service,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,33.64122633506486,962.25
Male,0,Yes,No,9,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,89.5121955830728,314.45
Male,0,No,No,35,No,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,85.63116470622452,5016.65
Female,1,No,No,47,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),114.21485730027297,7074.4
Male,1,Yes,Yes,63,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,80.18017262398479,653.25
Male,0,Yes,Yes,18,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),101.2663842732351,3510.3
Male,1,No,No,12,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.281634705695936,1094.5
Male,0,No,Yes,0,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),76.5572665321125,438.05
Female,0,Yes,Yes,72,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.54412962264905,2979.2
Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,84.87150192093415,1064.65
Female,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,46.345065901180114,2007.85
Male,0,Yes,No,32,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.78839002316784,71.25
Male,1,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),28.28572813363644,151.3
Male,0,No,No,66,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,45.77328768840424,4297.6
Male,0,Yes,No,27,No,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,122.03005381660705,1401.4
Female,0,Yes,No,52,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.834422078359005,70
Male,1,No,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.906156930382195,3254.35
Female,0,Yes,No,35,No,No,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,16.610135222193257,196.9
Male,1,Yes,Yes,35,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,14.378901346082174,7002.95
Male,0,No,No,11,No,No,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,46.39279377970419,790.7
Female,0,Yes,No,71,No,No phone service,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.70497609945309,449.75
Male,0,No,Yes,62,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.736206506598265,248.4
Female,0,No,Yes,43,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),66.82722306010281,174.2
Male,0,No,No,0,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,54.08136818135399,3244.4
Female,0,Yes,Yes,22,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.841003549087034,1857.85
Female,0,Yes,No,72,No,No phone service,No,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,97.87354769732445,1462.6
Male,1,No,Yes,51,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.68670561176222,147.55
Female,0,Yes,No,29,No,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,50.65501308909723,5607.75
Male,0,Yes,No,72,No,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,102.15676985837464,5388.15
Female,0,No,Yes,51,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),57.423980274638694,109.2
Male,0,No,Yes,59,No,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),50.69564074808108,1359.45
Female,0,Yes,No,35,No,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),77.326090617212,1530.6
Female,0,No,Yes,15,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,71.12793842369214,3171.6
Female,0,Yes,No,27,No,No phone service,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),77.05920985634053,2204.35
Female,0,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),43.14119210344033,1384.75
Female,1,Yes,No,69,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,48.53617346681648,3124.5
Male,0,Yes,No,20,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),44.507832886399456,5637.85
Female,0,No,Yes,56,No,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.2616702013155,4921.2
Male,0,Yes,Yes,67,No,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,58.483549032748115,1028.9
Female,1,No,No,42,No,No phone service,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.00087259700474,232.5
Female,0,Yes,Yes,30,No,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.54669820806653,3314.15
Female,1,Yes,No,47,No,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),44.96926914068685,6205.5
Female,0,No,Yes,43,No,Yes,No,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,38.97748728896659,45.3
Male,0,Yes,No,64,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.76073398870065,29.95
Female,0,No,No,35,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.04938947334133,6979.8
Male,0,Yes,Yes,25,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),146.2124202337194,2462.55
Female,1,Yes,No,65,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,No,Mailed check,80.34054700261217,5861.75
Female,0,Yes,Yes,19,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),43.488363810562376,2917.65
Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,38.265319251696916,746.5
Female,0,No,Yes,50,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,70.6484200846265,2455.05
Female,1,Yes,No,13,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),72.45041472334064,4819.75
Female,0,Yes,No,47,No,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,84.28311601696208,29.95
Male,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,57.224338668276495,324.6
Female,0,Yes,No,56,No,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,128.46425665839996,8424.9
Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,47.856200737636584,157.55
Female,0,Yes,No,16,No,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),90.39660903450992,5515.45
Male,0,Yes,No,30,No,Yes,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),92.31782452683035,1849.95
Female,0,Yes,No,29,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,37.73766241800627,75.8
Male,1,Yes,No,52,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.67409728885536,7878.3
Female,0,No,No,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,5.764583359905423,30.2
Male,0,Yes,No,42,No,No,No,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),53.588296182985744,369.3
Male,0,No,Yes,38,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,No,Mailed check,24.963238200665046,3548.3
Female,0,Yes,No,32,No,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),-13.742857842976974,81.25
Female,1,Yes,No,7,No,No phone service,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),13.128343822066405,740.55
Male,0,Yes,No,24,No,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,56.47645234509269,278.85
Female,1,Yes,Yes,20,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,24.42237823603942,1216.6
Male,0,Yes,Yes,42,No,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,35.436741892770755,7213.75
Male,0,No,Yes,68,No,No phone service,No,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),55.10735528133188,7082.5
Female,0,Yes,No,63,No,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),49.637452184176695,387.4
Female,0,Yes,No,72,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.893371794670543,6151.9
Male,0,Yes,Yes,58,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Mailed check,41.0984159658063,40.2
Female,0,No,No,0,No,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),51.76308710405428,3954.1
Male,0,Yes,No,68,No,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),83.20442435324755,860.85
Female,0,Yes,No,55,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.75246229144666,693.3
Female,0,Yes,No,1,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),28.650783087849206,69.75
Female,0,No,Yes,64,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,98.38730400259576,6153.85
Female,0,Yes,No,55,No,No phone service,DSL,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),45.030754176578924,3616.25
Female,1,Yes,No,46,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,51.66488425796294,343.45
Male,0,Yes,No,20,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),41.55617167776713,2139.1
Female,0,Yes,No,58,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.0288965615842,3673.6
Male,0,Yes,Yes,59,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,57.406565488357295,288.05
Female,0,Yes,Yes,70,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),-0.4025868314946308,3810.55
Male,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,79.44937131910196,70.3
Male,0,No,No,44,No,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,43.32515696172502,6224.8
Female,0,No,No,31,No,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,30.809148369243047,1329.2
Female,0,Yes,No,60,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),73.2880422631178,2146.5
Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),137.8153492881944,834.2
Male,0,Yes,No,43,No,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,75.26112012997393,44.75
Male,0,No,No,24,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.16891212190478,4557.5
Female,0,No,No,9,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,-8.689514600218018,702.05
Male,0,Yes,Yes,72,No,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.89732148150897,2640.55
Male,0,No,No,11,No,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,66.30638375518946,1346.3
Male,1,Yes,No,63,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,90.61160333925939,4146.05
Female,0,Yes,No,27,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,82.96601574562175,58.15
Male,0,No,No,60,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.89091462815635,799
Female,1,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,78.18395214749533,2162.6
Male,0,No,No,53,No,No,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,89.81308638464239,832.35
Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.76663169657097,3766.2
Male,0,No,No,61,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,137.86663502370686,3704.15
Female,0,Yes,No,66,No,No phone service,No,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,40.969538915863374,1403.1
Female,0,No,No,48,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,65.40804030660361,5817.45
Male,0,No,No,49,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.70873889431087,262.05
Female,1,Yes,No,16,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,41.754006868398235,854.45
Female,0,No,Yes,70,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.28007491941317,4003.85
Female,0,No,No,34,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.0468658707623,3457.45
Female,1,No,Yes,34,No,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.20000197624887,231.8
Male,0,No,Yes,41,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,62.67585741066298,7553.6
Male,0,Yes,No,65,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,65.72659580363724,4748.7
Male,0,Yes,Yes,65,No,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),133.08351485781247,6766.95
Female,0,Yes,No,15,No,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.18245265058665,310.6
Male,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,72.41367901060285,6302.85
Male,0,No,Yes,58,No,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.20891897573942,950.75
Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),66.69778441540227,100.2
Male,1,No,No,47,Yes,No,DSL,No,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,59.5542163017403,689.75
Male,0,Yes,Yes,8,No,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),81.40520619967178,487.75
Male,0,No,No,61,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),55.04433103348577,24.75
Male,1,Yes,Yes,67,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,63.117442142084286,6819.45
Male,1,No,Yes,58,No,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,48.17855573741832,44.05
Male,0,No,No,60,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.12818996854401,1938.05
Male,0,Yes,No,55,No,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,70.08866583911755,1051.9
Male,0,No,No,28,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),50.201484543647595,546.95
Male,0,No,Yes,2,No,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.7641956178665,866.45
Female,0,No,No,56,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),62.97199914612484,2369.3
Female,0,No,No,29,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,91.9141312252227,185.4
Male,0,Yes,No,45,No,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),14.842921312824785,4594.95
Male,0,Yes,No,28,No,No,DSL,No,No internet service,No internet service,No,No,No,Two year,No,Electronic check,68.69529032056145,5822.3
